IDText;Text;new_text;Tokeniz;dibakukan;stemmed;pre_stem;Kelas_SVM;manual;Kelas_RF;Kelas_SVM_SMOTE_Minority;Kelas_SOMTERF;Kelas_SVM_SMOTE2;Kelas_Voting_Hard;Kelas_Stacking;Kelas_PCAVoting_Hard;Kelas_PCA_Stacking;Kelas_Stacking2;Kelas_Stacking3
TXT0022;"Ã¢Â˜Â˜  Ã‚Â TaufikDamasÃ‚Â  NetizenGan/staÃ¢Â€Â¦ QTÃ‚Â  NetizenGan:Ã‚Â  KakekHalalÃ‚Â  antikorupsi Setya Novanto Sebut Ganjar Pranowo Terima Duit E-KTP US$ 500 RibuÃ‚Â  gqpJrpVqW9Ã‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÃ‚Â Sejahtera";netizengansta qt netizengan kakekhalal antikorupsi setya novanto terima duit ektp us ribu hebat nelayansejahtera;['netizengansta', 'qt', 'netizengan', 'kakekhalal', 'antikorupsi', 'setya', 'novanto', 'terima', 'duit', 'ektp', 'us', 'ribu', 'hebat', 'nelayansejahtera'];['netizengansta', 'kita', 'netizengan', 'kakekhalal', 'antikorupsi', 'setya', 'novanto', 'terima', 'duit', 'ektp', 'us', 'ribu', 'hebat', 'nelayansejahtera'];['netizengansta', 'kita', 'netizengan', 'kakekhalal', 'antikorupsi', 'setya', 'novanto', 'terima', 'duit', 'ektp', 'us', 'ribu', 'hebat', 'nelayansejahtera'];netizengansta kita netizengan kakekhalal antikorupsi setya novanto terima duit ektp us ribu hebat nelayansejahtera;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0023;Capres Cawapres Ganjar Pranowo dan Mahfud MD, mari bersama-sama kita buka jalan bagi nelayan yang terjebak kredit macet. Sebagai hasilnya, mereka dapat melangkah menuju kebebasan finansial. #NelayanBukaJalan #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK;cawapres md mari bersamasama buka jalan nelayan terjebak kredit macet hasilnya melangkah kebebasan finansial nelayanbukajalan jnk;['cawapres', 'md', 'mari', 'bersamasama', 'buka', 'jalan', 'nelayan', 'terjebak', 'kredit', 'macet', 'hasilnya', 'melangkah', 'kebebasan', 'finansial', 'nelayanbukajalan', 'jnk'];['cawapres', 'md', 'mari', 'bersamasama', 'buka', 'jalan', 'nelayan', 'terjebak', 'kredit', 'macet', 'hasilnya', 'melangkah', 'kebebasan', 'finansial', 'nelayanbukajalan', 'jnk'];['cawapres', 'md', 'mari', 'bersamasama', 'buka', 'jalan', 'nelayan', 'jebak', 'kredit', 'macet', 'hasil', 'lang', 'bebas', 'finansial', 'nelayanbukajalan', 'jnk'];cawapres md mari bersamasama buka jalan nelayan jebak kredit macet hasil lang bebas finansial nelayanbukajalan jnk;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0024;@RM55Bn/jTOYBntGhLJUBSxbB+yKFrIWQVNDlunZ3qJo= @Nhmw096c2GxBV8+mwzNDoy6GpwXedLhaiEXKudEnO8s= @JupboPaPSlW9++zMIRZLL4qb36IubVN8gCnCwqqEPLw= Apalagi kita sebgai negara kepulauan. Bagian pasifik utara kita harus punya 3 Selatan 2. Bagian barat 3 dan timur 2.  ngra di dua samudra . Colek pak @gMG3cXk1x4nZ4v4fCBxdzeVFP35ZJll838I3xfJxoS8=;sebgai negara kepulauan pasifik utara selatan barat timur ngra samudra colek;['sebgai', 'negara', 'kepulauan', 'pasifik', 'utara', 'selatan', 'barat', 'timur', 'ngra', 'samudra', 'colek'];['sebgai', 'negara', 'kepulauan', 'pasifik', 'utara', 'selatan', 'barat', 'timur', 'ngra', 'samudra', 'colek'];['sebgai', 'negara', 'pulau', 'pasifik', 'utara', 'selatan', 'barat', 'timur', 'ngra', 'samudra', 'colek'];sebgai negara pulau pasifik utara selatan barat timur ngra samudra colek;Geografi;Geografi;Geografi;Geografi;Geografi;Geografi;Geografi;Geografi;Geografi;Geografi;Politik;Geografi
TXT0025;"Kehadiran sosokÃ‚Â capresÃ‚Â nomor urut tiga pada Pemilu 2024, Ganjar Pranowo di TPI Desa Karanganyar Kabupaten Rembang,  membuat nelayan setempat bersuka cita.

Mereka senang ketika mengetahuiÃ‚Â Ganjar PranowoÃ‚Â membawa program unggulan berupa penghapusan kredit macet atau utang bagi para nelayan.

Ganjar menyebutÃ‚Â utangÃ‚Â yang dimiliki nelayan tidak besar dan bisa untuk dibantu dilunaskan pemerintah.

Pihaknya sudah menghitung jumlah kredit macet di sektor perikanan Indonesia. Ganjar mengatakan jumlah kredit macet tidaklah banyak, sekitar Rp 190 miliar.

Ganjar-Mahfud

#GanjarMahfud2024

#SahabatGanjar";kehadiran urut pemilu desa karanganyar kabupaten rembang nelayan bersuka citamereka senang program unggulan penghapusan kredit macet utang menyebututangyang dimiliki nelayan dibantu dilunaskan pemerintahpihaknya menghitung kredit macet sektor perikanan indonesia kredit macet rp;['kehadiran', 'urut', 'pemilu', 'desa', 'karanganyar', 'kabupaten', 'rembang', 'nelayan', 'bersuka', 'citamereka', 'senang', 'program', 'unggulan', 'penghapusan', 'kredit', 'macet', 'utang', 'menyebututangyang', 'dimiliki', 'nelayan', 'dibantu', 'dilunaskan', 'pemerintahpihaknya', 'menghitung', 'kredit', 'macet', 'sektor', 'perikanan', 'indonesia', 'kredit', 'macet', 'rp'];['kehadiran', 'urut', 'pemilu', 'desa', 'karanganyar', 'kabupaten', 'rembang', 'nelayan', 'bersuka', 'citamereka', 'senang', 'program', 'unggulan', 'penghapusan', 'kredit', 'macet', 'utang', 'menyebututangyang', 'dimiliki', 'nelayan', 'dibantu', 'dilunaskan', 'pemerintahpihaknya', 'menghitung', 'kredit', 'macet', 'sektor', 'perikanan', 'indonesia', 'kredit', 'macet', 'rp'];['hadir', 'urut', 'milu', 'desa', 'karanganyar', 'kabupaten', 'rembang', 'nelayan', 'suka', 'citamereka', 'senang', 'program', 'unggul', 'hapus', 'kredit', 'macet', 'utang', 'menyebututangyang', 'milik', 'nelayan', 'bantu', 'lunas', 'pemerintahpihaknya', 'hitung', 'kredit', 'macet', 'sektor', 'ikan', 'indonesia', 'kredit', 'macet', 'rp'];hadir urut milu desa karanganyar kabupaten rembang nelayan suka citamereka senang program unggul hapus kredit macet utang menyebututangyang milik nelayan bantu lunas pemerintahpihaknya hitung kredit macet sektor ikan indonesia kredit macet rp;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Ekonomi;Politik;Ekonomi
TXT0026;RT Abah online Meroket... Figur Pak Anies Semakin Populer di kalangan anak -anak Milenial dan Anak-Anak Gen-Z... gagasan dan gaya komunikasi Pak Anies tentu berhasil Memikat Anak -Anak Muda terutama anak -anak GEN-Z dan ini Memberi warna baru dalam Kancah berpoltikan https://t.co/mZOd9rneMf [RE Yurissa_Samosir];rt abah online meroket figur anies populer kalangan anak anak milenial anakanak genz gagasan gaya komunikasi anies berhasil memikat anak anak muda anak anak genz warna kancah berpoltikan;['rt', 'abah', 'online', 'meroket', 'figur', 'anies', 'populer', 'kalangan', 'anak', 'anak', 'milenial', 'anakanak', 'genz', 'gagasan', 'gaya', 'komunikasi', 'anies', 'berhasil', 'memikat', 'anak', 'anak', 'muda', 'anak', 'anak', 'genz', 'warna', 'kancah', 'berpoltikan'];['rt', 'abah', 'online', 'meroket', 'figur', 'anies', 'populer', 'kalangan', 'anak', 'anak', 'milenial', 'anakanak', 'genz', 'gagasan', 'gaya', 'komunikasi', 'anies', 'berhasil', 'memikat', 'anak', 'anak', 'muda', 'anak', 'anak', 'genz', 'warna', 'kancah', 'berpoltikan'];['rt', 'abah', 'online', 'roket', 'figur', 'anies', 'populer', 'kalang', 'anak', 'anak', 'milenial', 'anakanak', 'genz', 'gagas', 'gaya', 'komunikasi', 'anies', 'hasil', 'mikat', 'anak', 'anak', 'muda', 'anak', 'anak', 'genz', 'warna', 'kancah', 'berpoltikan'];rt abah online roket figur anies populer kalang anak anak milenial anakanak genz gagas gaya komunikasi anies hasil mikat anak anak muda anak anak genz warna kancah berpoltikan;Demografi;Politik;Demografi;Demografi;Demografi;Demografi;Demografi;Demografi;Demografi;Demografi;Politik;Demografi
TXT0027;Habis Debat Soal Pesawat Bekas Prabowo Teken Kontrak ... - MSN https://t.co/1kJrzdz84q #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan;habis debat pesawat bekas teken kontrak msn indonesiakuatindonesiamaju;['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn', 'indonesiakuatindonesiamaju'];['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn', 'indonesiakuatindonesiamaju'];['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn', 'indonesiakuatindonesiamaju'];habis debat pesawat bekas teken kontrak msn indonesiakuatindonesiamaju;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0028;"Ganjar Pranowo dan Mahfud MD Pembela Kesejahteraan Rakyat

 Ganjar Mahfud Hebat #Coblos3 #3GM Memimpin Indonesia #GanjarMahfudM3nangDebat https://t.co/QL4igcwLlw";md pembela kesejahteraan rakyat hebat memimpin indonesia;['md', 'pembela', 'kesejahteraan', 'rakyat', 'hebat', 'memimpin', 'indonesia'];['md', 'pembela', 'kesejahteraan', 'rakyat', 'hebat', 'memimpin', 'indonesia'];['md', 'bela', 'sejahtera', 'rakyat', 'hebat', 'pimpin', 'indonesia'];md bela sejahtera rakyat hebat pimpin indonesia;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0029;Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/2pHfh7CeP4;pemimpin mikirin kepentingan kepentingan rakyat kebebasan berpendapat masyarakat jnk;['pemimpin', 'mikirin', 'kepentingan', 'kepentingan', 'rakyat', 'kebebasan', 'berpendapat', 'masyarakat', 'jnk'];['pemimpin', 'memikirkan', 'kepentingan', 'kepentingan', 'rakyat', 'kebebasan', 'berpendapat', 'masyarakat', 'jnk'];['pimpin', 'pikir', 'penting', 'penting', 'rakyat', 'bebas', 'dapat', 'masyarakat', 'jnk'];pimpin pikir penting penting rakyat bebas dapat masyarakat jnk;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0030;"Harus nya @prabowo seperti ini DUDUK BERSILA diacara @AksiKamisan untuk menjawab dan mengklarifikasi atau mengclearkan Tuduhan atau Isu Penculikan dan Pelanggaran Ham yang dialamatkan kedia

Agar tidak ada lagi Asumsi Isu Pelanggaran HAM dan Penculikan hanya muncul Saat Pilpres [RE Catatan_ali7]";nya duduk bersila diacara aksikamisan mengklarifikasi mengclearkan tuduhan isu penculikan pelanggaran ham dialamatkan kediaagar asumsi isu pelanggaran ham penculikan muncul pilpres;['nya', 'duduk', 'bersila', 'diacara', 'aksikamisan', 'mengklarifikasi', 'mengclearkan', 'tuduhan', 'isu', 'penculikan', 'pelanggaran', 'ham', 'dialamatkan', 'kediaagar', 'asumsi', 'isu', 'pelanggaran', 'ham', 'penculikan', 'muncul', 'pilpres'];['nya', 'duduk', 'bersila', 'diacara', 'aksikamisan', 'mengklarifikasi', 'mengclearkan', 'tuduhan', 'isu', 'penculikan', 'pelanggaran', 'ham', 'dialamatkan', 'kediaagar', 'asumsi', 'isu', 'pelanggaran', 'ham', 'penculikan', 'muncul', 'pilpres'];['nya', 'duduk', 'sila', 'acara', 'aksikamisan', 'klarifikasi', 'mengclearkan', 'tuduh', 'isu', 'culi', 'langgar', 'ham', 'alamat', 'kediaagar', 'asumsi', 'isu', 'langgar', 'ham', 'culi', 'muncul', 'pilpres'];nya duduk sila acara aksikamisan klarifikasi mengclearkan tuduh isu culi langgar ham alamat kediaagar asumsi isu langgar ham culi muncul pilpres;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0031;"@PartBurungGalak WeelehÃ‚Â² isue 5 tahunan yg trus dimunculkan CYBER HTI dkk.
Era ORBA militer adlah alat  yg  dikedepankn demi stabilitas politik dri pemerintah yg otoriter. Adalah sngt tdk logis jika krusuhan yg bgitu masif hanya Prabowo yg brtanggung jawab makanya tdk pernah ada pengadilannya.";partburunggalak weeleh isue tahunan trus dimunculkan cyber hti dkkera orba militer alat dikedepankn stabilitas politik dri pemerintah otoriter sngt tdk logis krusuhan bgitu masif brtanggung tdk pengadilannya;['partburunggalak', 'weeleh', 'isue', 'tahunan', 'trus', 'dimunculkan', 'cyber', 'hti', 'dkkera', 'orba', 'militer', 'alat', 'dikedepankn', 'stabilitas', 'politik', 'dri', 'pemerintah', 'otoriter', 'sngt', 'tdk', 'logis', 'krusuhan', 'bgitu', 'masif', 'brtanggung', 'tdk', 'pengadilannya'];['partburunggalak', 'weeleh', 'isue', 'tahunan', 'terus', 'dimunculkan', 'cyber', 'hti', 'dkkera', 'orba', 'militer', 'alat', 'dikedepankn', 'stabilitas', 'politik', 'dari', 'pemerintah', 'otoriter', 'sangat', 'tidak', 'logis', 'krusuhan', 'begitu', 'masif', 'brtanggung', 'tidak', 'pengadilannya'];['partburunggalak', 'weeleh', 'isue', 'tahun', 'terus', 'muncul', 'cyber', 'hti', 'dkkera', 'orba', 'militer', 'alat', 'dikedepankn', 'stabilitas', 'politik', 'dari', 'perintah', 'otoriter', 'sangat', 'tidak', 'logis', 'krusuhan', 'begitu', 'masif', 'brtanggung', 'tidak', 'adil'];partburunggalak weeleh isue tahun terus muncul cyber hti dkkera orba militer alat dikedepankn stabilitas politik dari perintah otoriter sangat tidak logis krusuhan begitu masif brtanggung tidak adil;Ideologi;Politik;Ideologi;Ideologi;Politik;Ideologi;Ideologi;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Pertahanan dan Keamanan;Politik;Ideologi
TXT0032;"Padahal tnp usung  anies di DKI @Gerindra jadi partai Gurem .
Emang ada curut2 Geri dra yg layak jadi Gubernur ? [RE Resty_J_Cayah]";tnp usung anies dki gerindra partai gurem emang geri dra layak gubernur;['tnp', 'usung', 'anies', 'dki', 'gerindra', 'partai', 'gurem', 'emang', 'geri', 'dra', 'layak', 'gubernur'];['tanpa', 'usung', 'anies', 'dki', 'gerindra', 'partai', 'gurem', 'memang', 'geri', 'dra', 'layak', 'gubernur'];['tanpa', 'usung', 'anies', 'dki', 'gerindra', 'partai', 'gurem', 'memang', 'geri', 'dra', 'layak', 'gubernur'];tanpa usung anies dki gerindra partai gurem memang geri dra layak gubernur;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0033;"Byangin aja orang lebih marah anies gagal mencapai target dp 0% dibanding jokowi gagal menepati janji tidak impor dan memperkuat kpk. Belum bahas janji yang lain ya.

Gw hingga saat ini masih ga pernah dapet jwbn dari haters anies kenapa mereka tidak se kritia itu thdp janji owi";byangin aja orang marah anies gagal mencapai target dp dibanding gagal menepati janji impor memperkuat kpk bahas janji yagw ga dapet jwbn haters anies kritia thdp janji owi;['byangin', 'aja', 'orang', 'marah', 'anies', 'gagal', 'mencapai', 'target', 'dp', 'dibanding', 'gagal', 'menepati', 'janji', 'impor', 'memperkuat', 'kpk', 'bahas', 'janji', 'yagw', 'ga', 'dapet', 'jwbn', 'haters', 'anies', 'kritia', 'thdp', 'janji', 'owi'];['membayangkan', 'saja', 'orang', 'marah', 'anies', 'gagal', 'mencapai', 'target', 'dp', 'dibanding', 'gagal', 'menepati', 'janji', 'impor', 'memperkuat', 'kpk', 'bahas', 'janji', 'yagw', 'enggak', 'dapat', 'jwbn', 'haters', 'anies', 'kritia', 'terhadap', 'janji', 'owi'];['bayang', 'saja', 'orang', 'marah', 'anies', 'gagal', 'capai', 'target', 'dp', 'banding', 'gagal', 'tepat', 'janji', 'impor', 'kuat', 'kpk', 'bahas', 'janji', 'yagw', 'enggak', 'dapat', 'jwbn', 'haters', 'anies', 'kritia', 'hadap', 'janji', 'owi'];bayang saja orang marah anies gagal capai target dp banding gagal tepat janji impor kuat kpk bahas janji yagw enggak dapat jwbn haters anies kritia hadap janji owi;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0034;"@MuhadklyAcho @SoundOfYogi Yang bubarin FPI kan pemerintah pusat. Bukan Anies.

Gak kebayang kayak apa Jakarta dengan Anies sebagai Gubernur kalau FPI belum dibubarkan.

Dukung sih silakan aja, tapi jangan denial kalau Anies mendapatkan keuntungan dari ormas diskriminatif. Anies BUKAN manusia sempurna. [RE redhatjkt]";muhadklyacho soundofyogi bubarin fpi pemerintah pusat aniesgak kebayang kayak jakarta anies gubernur fpi dibubarkandukung sih silakan aja denial anies keuntungan ormas diskriminatif anies manusia sempurna;['muhadklyacho', 'soundofyogi', 'bubarin', 'fpi', 'pemerintah', 'pusat', 'aniesgak', 'kebayang', 'kayak', 'jakarta', 'anies', 'gubernur', 'fpi', 'dibubarkandukung', 'sih', 'silakan', 'aja', 'denial', 'anies', 'keuntungan', 'ormas', 'diskriminatif', 'anies', 'manusia', 'sempurna'];['muhadklyacho', 'soundofyogi', 'bubarin', 'fpi', 'pemerintah', 'pusat', 'aniesgak', 'terbayang', 'kayak', 'jakarta', 'anies', 'gubernur', 'fpi', 'dibubarkandukung', 'sih', 'silakan', 'saja', 'denial', 'anies', 'keuntungan', 'ormas', 'diskriminatif', 'anies', 'manusia', 'sempurna'];['muhadklyacho', 'soundofyogi', 'bubarin', 'fpi', 'perintah', 'pusat', 'aniesgak', 'bayang', 'kayak', 'jakarta', 'anies', 'gubernur', 'fpi', 'dibubarkandukung', 'sih', 'sila', 'saja', 'denial', 'anies', 'untung', 'ormas', 'diskriminatif', 'anies', 'manusia', 'sempurna'];muhadklyacho soundofyogi bubarin fpi perintah pusat aniesgak bayang kayak jakarta anies gubernur fpi dibubarkandukung sih sila saja denial anies untung ormas diskriminatif anies manusia sempurna;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
TXT0035;Ibaratkan Cak Imin Belimbing Matang di Pohon, Anies Sindir Gibran? https://t.co/QbgQkuxtWW [RE OposisiCerdas];cak imin belimbing matang pohon anies sindir;['cak', 'imin', 'belimbing', 'matang', 'pohon', 'anies', 'sindir'];['cak', 'imin', 'belimbing', 'matang', 'pohon', 'anies', 'sindir'];['cak', 'imin', 'belimbing', 'matang', 'pohon', 'anies', 'sindir'];cak imin belimbing matang pohon anies sindir;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Politik;Politik;Politik;Sosial Budaya
TXT0036;Prabowo menilai, korupsi merusak kehidupan bangsa, membahayakan keselamatan negara. Salah satu yang ia tawarkan adalah menaikkan gaji para pejabat. https://t.co/s2A6yGHxik [RE nu_online];menilai korupsi merusak kehidupan bangsa membahayakan keselamatan negara tawarkan menaikkan gaji pejabat;['menilai', 'korupsi', 'merusak', 'kehidupan', 'bangsa', 'membahayakan', 'keselamatan', 'negara', 'tawarkan', 'menaikkan', 'gaji', 'pejabat'];['menilai', 'korupsi', 'merusak', 'kehidupan', 'bangsa', 'membahayakan', 'keselamatan', 'negara', 'tawarkan', 'menaikkan', 'gaji', 'pejabat'];['nilai', 'korupsi', 'rusak', 'hidup', 'bangsa', 'bahaya', 'selamat', 'negara', 'tawar', 'naik', 'gaji', 'jabat'];nilai korupsi rusak hidup bangsa bahaya selamat negara tawar naik gaji jabat;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0037;Pilihlah yang jauh dari radikalisme dan dekat dengan solusi. Pilih Ganjar Pranowo! #JNK #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNKGanjar2024 https://t.co/bBS7r8JUwT;radikalisme solusi jnk;['radikalisme', 'solusi', 'jnk'];['radikalisme', 'solusi', 'jnk'];['radikalisme', 'solusi', 'jnk'];radikalisme solusi jnk;Politik;Ideologi;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0038;"Yg sepakat untuk 2024 Asal Bukan Prabowo silahkan Retweet kita kabar kan seluruh Nusantara bahwa Indonesia 
TDK butuh CAPRES PENCULIKÃ¢ÂÂŒ PELANGAR HAM BERATÃ¢ÂÂŒ
CAWAPRES PERUSAKÃ¢ÂÂŒ DEMOKRASI DAN KONSTITUSIÃ¢ÂÂŒ CUKUP #AsalBukanPrabowo https://t.co/7D1lmYVeuD [RE eddy_widodo_165]";sepakat retweet kabar nusantara indonesia tdk butuh penculik pelangar ham beratcawapres perusak demokrasi konstitusi;['sepakat', 'retweet', 'kabar', 'nusantara', 'indonesia', 'tdk', 'butuh', 'penculik', 'pelangar', 'ham', 'beratcawapres', 'perusak', 'demokrasi', 'konstitusi'];['sepakat', 'retweet', 'kabar', 'nusantara', 'indonesia', 'tidak', 'butuh', 'penculik', 'pelangar', 'ham', 'beratcawapres', 'perusak', 'demokrasi', 'konstitusi'];['sepakat', 'retweet', 'kabar', 'nusantara', 'indonesia', 'tidak', 'butuh', 'culik', 'pelangar', 'ham', 'beratcawapres', 'usak', 'demokrasi', 'konstitusi'];sepakat retweet kabar nusantara indonesia tidak butuh culik pelangar ham beratcawapres usak demokrasi konstitusi;Ideologi;Politik;Ideologi;Ideologi;Ideologi;Politik;Ideologi;Ideologi;Politik;Politik;Politik;Ideologi
TXT0039;@KompasTV mantap, korupsi akan dibabat sama pak anies;kompastv mantap korupsi dibabat anies;['kompastv', 'mantap', 'korupsi', 'dibabat', 'anies'];['kompastv', 'mantap', 'korupsi', 'dibabat', 'anies'];['kompastv', 'mantap', 'korupsi', 'babat', 'anies'];kompastv mantap korupsi babat anies;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik;Politik
TXT0040;Etika dan Kepemimpinan itu di mulai dari Lingkungan Keluarga, Wowo Menyindir Pak ANIES dan Pak ANIES Tetap senyum dan Tidak Baper, ..giliran BALIK di SINDIR Oleh Pak ANIES, kata Pendukung Wowo Debat Malah Nyerang Personal, Memang Lucu Lihat Kelakuan Pendukung Wowo Ã°ÂŸÂ¤Â­Ã°ÂŸÂ¤Â­ https://t.co/iB6eNF3QaN [RE Yurissa_Samosir];etika kepemimpinan lingkungan keluarga wowo menyindir anies anies senyum baper giliran sindir anies pendukung wowo debat nyerang personal lucu lihat kelakuan pendukung wowo;['etika', 'kepemimpinan', 'lingkungan', 'keluarga', 'wowo', 'menyindir', 'anies', 'anies', 'senyum', 'baper', 'giliran', 'sindir', 'anies', 'pendukung', 'wowo', 'debat', 'nyerang', 'personal', 'lucu', 'lihat', 'kelakuan', 'pendukung', 'wowo'];['etika', 'kepemimpinan', 'lingkungan', 'keluarga', 'wowo', 'menyindir', 'anies', 'anies', 'senyum', 'bawa perasaan', 'giliran', 'sindir', 'anies', 'pendukung', 'wowo', 'debat', 'menyerang', 'personal', 'lucu', 'lihat', 'kelakuan', 'pendukung', 'wowo'];['etika', 'pimpin', 'lingkung', 'keluarga', 'wowo', 'sindir', 'anies', 'anies', 'senyum', 'bawa asa', 'gilir', 'sindir', 'anies', 'dukung', 'wowo', 'debat', 'serang', 'personal', 'lucu', 'lihat', 'laku', 'dukung', 'wowo'];etika pimpin lingkung keluarga wowo sindir anies anies senyum bawa asa gilir sindir anies dukung wowo debat serang personal lucu lihat laku dukung wowo;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya;Politik;Sosial Budaya;Sosial Budaya;Sosial Budaya;Politik;Sosial Budaya
