,Text,new_text2,Tokeniz,baku_text,stemmed_text
30,partburunggalak weeleh isue  tahunan yg trus dimunculkan cyber hti dkkera orba militer adlah alat  yg  dikedepankn demi stabilitas politik dri pemerintah yg otoriter adalah sngt tdk logis jika krusuhan yg bgitu masif hanya prabowo yg brtanggung jawab makanya tdk pernah ada pengadilannya,partburunggalak weeleh isue tahunan trus dimunculkan cyber hti dkkera orba militer adlah alat dikedepankn stabilitas dri pemerintah otoriter sngt tdk logis krusuhan bgitu masif brtanggung tdk pengadilannya,"['partburunggalak', 'weeleh', 'isue', 'tahunan', 'trus', 'dimunculkan', 'cyber', 'hti', 'dkkera', 'orba', 'militer', 'adlah', 'alat', 'dikedepankn', 'stabilitas', 'dri', 'pemerintah', 'otoriter', 'sngt', 'tdk', 'logis', 'krusuhan', 'bgitu', 'masif', 'brtanggung', 'tdk', 'pengadilannya']","['partburunggalak', 'weeleh', 'isue', 'tahunan', 'terus', 'dimunculkan', 'cyber', 'hti', 'dkkera', 'orba', 'militer', 'adlah', 'alat', 'dikedepankn', 'stabilitas', 'dari', 'pemerintah', 'otoriter', 'sangat', 'tidak', 'logis', 'krusuhan', 'begitu', 'masif', 'brtanggung', 'tidak', 'pengadilannya']","['partburunggalak', 'weeleh', 'isue', 'tahun', 'terus', 'muncul', 'cyber', 'hti', 'dkkera', 'orba', 'militer', 'adlah', 'alat', 'dikedepankn', 'stabilitas', 'dari', 'perintah', 'otoriter', 'sangat', 'tidak', 'logis', 'krusuhan', 'begitu', 'masif', 'brtanggung', 'tidak', 'adil']"
31,padahal tnp usung  anies di dki gerindra jadi partai gurem emang ada  geri dra yg layak jadi gubernur  ,tnp usung dki gerindra partai gurem emang geri dra layak,"['tnp', 'usung', 'dki', 'gerindra', 'partai', 'gurem', 'emang', 'geri', 'dra', 'layak']","['tanpa', 'usung', 'dki', 'gerindra', 'partai', 'gurem', 'memang', 'geri', 'dra', 'layak']","['tanpa', 'usung', 'dki', 'gerindra', 'partai', 'gurem', 'memang', 'geri', 'dra', 'layak']"
32,byangin aja orang lebih marah anies gagal mencapai target dp  dibanding jokowi gagal menepati janji tidak impor dan memperkuat kpk belum bahas janji yang lain yagw hingga saat ini masih ga pernah dapet jwbn dari haters anies kenapa mereka tidak se kritia itu thdp janji owi,byangin aja marah gagal mencapai target dp dibanding gagal menepati impor memperkuat kpk bahas yagw ga dapet jwbn haters kritia thdp,"['byangin', 'aja', 'marah', 'gagal', 'mencapai', 'target', 'dp', 'dibanding', 'gagal', 'menepati', 'impor', 'memperkuat', 'kpk', 'bahas', 'yagw', 'ga', 'dapet', 'jwbn', 'haters', 'kritia', 'thdp']","['membayangkan', 'saja', 'marah', 'gagal', 'mencapai', 'target', 'dp', 'dibanding', 'gagal', 'menepati', 'impor', 'memperkuat', 'kpk', 'bahas', 'yagw', 'enggak', 'dapat', 'jwbn', 'haters', 'kritia', 'terhadap']","['bayang', 'saja', 'marah', 'gagal', 'capai', 'target', 'dp', 'banding', 'gagal', 'tepat', 'impor', 'kuat', 'kpk', 'bahas', 'yagw', 'enggak', 'dapat', 'jwbn', 'haters', 'kritia', 'hadap']"
33,muhadklyacho soundofyogi yang bubarin fpi kan pemerintah pusat bukan aniesgak kebayang kayak apa jakarta dengan anies sebagai gubernur kalau fpi belum dibubarkandukung sih silakan aja tapi jangan denial kalau anies mendapatkan keuntungan dari ormas diskriminatif anies bukan manusia sempurna ,muhadklyacho soundofyogi bubarin fpi pemerintah pusat aniesgak kebayang kayak fpi dibubarkandukung silakan aja denial keuntungan ormas diskriminatif manusia sempurna,"['muhadklyacho', 'soundofyogi', 'bubarin', 'fpi', 'pemerintah', 'pusat', 'aniesgak', 'kebayang', 'kayak', 'fpi', 'dibubarkandukung', 'silakan', 'aja', 'denial', 'keuntungan', 'ormas', 'diskriminatif', 'manusia', 'sempurna']","['muhadklyacho', 'soundofyogi', 'bubarin', 'fpi', 'pemerintah', 'pusat', 'aniesgak', 'terbayang', 'kayak', 'fpi', 'dibubarkandukung', 'silakan', 'saja', 'denial', 'keuntungan', 'ormas', 'diskriminatif', 'manusia', 'sempurna']","['muhadklyacho', 'soundofyogi', 'bubarin', 'fpi', 'perintah', 'pusat', 'aniesgak', 'bayang', 'kayak', 'fpi', 'dibubarkandukung', 'sila', 'saja', 'denial', 'untung', 'ormas', 'diskriminatif', 'manusia', 'sempurna']"
34,ibaratkan cak imin belimbing matang di pohon anies sindir gibran  ,belimbing matang pohon sindir,"['belimbing', 'matang', 'pohon', 'sindir']","['belimbing', 'matang', 'pohon', 'sindir']","['belimbing', 'matang', 'pohon', 'sindir']"
35,prabowo menilai korupsi merusak kehidupan bangsa membahayakan keselamatan negara salah satu yang ia tawarkan adalah menaikkan gaji para pejabat  ,menilai korupsi merusak kehidupan bangsa membahayakan keselamatan tawarkan menaikkan gaji pejabat,"['menilai', 'korupsi', 'merusak', 'kehidupan', 'bangsa', 'membahayakan', 'keselamatan', 'tawarkan', 'menaikkan', 'gaji', 'pejabat']","['menilai', 'korupsi', 'merusak', 'kehidupan', 'bangsa', 'membahayakan', 'keselamatan', 'tawarkan', 'menaikkan', 'gaji', 'pejabat']","['nilai', 'korupsi', 'rusak', 'hidup', 'bangsa', 'bahaya', 'selamat', 'tawar', 'naik', 'gaji', 'jabat']"
36,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo jnk ganjarpranowopilihanumat ganjarmahfudrebound  ,pilihlah radikalisme solusi,"['pilihlah', 'radikalisme', 'solusi']","['pilihlah', 'radikalisme', 'solusi']","['pilih', 'radikalisme', 'solusi']"
37,yg sepakat untuk  asal bukan prabowo silahkan retweet kita kabar kan seluruh nusantara bahwa indonesia tdk butuh capres penculik pelangar ham beratcawapres perusak demokrasi dan konstitusi cukup asalbukanprabowo  ,sepakat silahkan retweet kabar nusantara tdk butuh penculik pelangar ham beratcawapres perusak demokrasi konstitusi,"['sepakat', 'silahkan', 'retweet', 'kabar', 'nusantara', 'tdk', 'butuh', 'penculik', 'pelangar', 'ham', 'beratcawapres', 'perusak', 'demokrasi', 'konstitusi']","['sepakat', 'silakan', 'retweet', 'kabar', 'nusantara', 'tidak', 'butuh', 'penculik', 'pelangar', 'ham', 'beratcawapres', 'perusak', 'demokrasi', 'konstitusi']","['sepakat', 'sila', 'retweet', 'kabar', 'nusantara', 'tidak', 'butuh', 'culik', 'pelangar', 'ham', 'beratcawapres', 'usak', 'demokrasi', 'konstitusi']"
38,kompastv mantap korupsi akan dibabat sama pak anies,kompastv mantap korupsi dibabat,"['kompastv', 'mantap', 'korupsi', 'dibabat']","['kompastv', 'mantap', 'korupsi', 'dibabat']","['kompastv', 'mantap', 'korupsi', 'babat']"
39,etika dan kepemimpinan itu di mulai dari lingkungan keluarga wowo menyindir pak anies dan pak anies tetap senyum dan tidak baper giliran balik di sindir oleh pak anies kata pendukung wowo debat malah nyerang personal memang lucu lihat kelakuan pendukung wowo   ,etika kepemimpinan lingkungan keluarga menyindir senyum baper giliran sindir pendukung debat nyerang personal lucu kelakuan pendukung,"['etika', 'kepemimpinan', 'lingkungan', 'keluarga', 'menyindir', 'senyum', 'baper', 'giliran', 'sindir', 'pendukung', 'debat', 'nyerang', 'personal', 'lucu', 'kelakuan', 'pendukung']","['etika', 'kepemimpinan', 'lingkungan', 'keluarga', 'menyindir', 'senyum', 'bawa perasaan', 'giliran', 'sindir', 'pendukung', 'debat', 'menyerang', 'personal', 'lucu', 'kelakuan', 'pendukung']","['etika', 'pimpin', 'lingkung', 'keluarga', 'sindir', 'senyum', 'bawa asa', 'gilir', 'sindir', 'dukung', 'debat', 'serang', 'personal', 'lucu', 'laku', 'dukung']"
40,ini gambaran kalo kita kritik pemerintah nanti kritik pak prabowo sebagai menhan aja disebut kritik personal di replyannya  ,gambaran kalo kritik pemerintah kritik aja kritik personal replyannya,"['gambaran', 'kalo', 'kritik', 'pemerintah', 'kritik', 'aja', 'kritik', 'personal', 'replyannya']","['gambaran', 'kalo', 'kritik', 'pemerintah', 'kritik', 'saja', 'kritik', 'personal', 'replyannya']","['gambar', 'kalo', 'kritik', 'perintah', 'kritik', 'saja', 'kritik', 'personal', 'replyannya']"
41,   goganjargo ganjar optimis capai pertumbuhan ekonomi  sahabatganjar  ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat    perempuan maju,optimis capai pertumbuhan ekonomi generasigotongroyong perempuan,"['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'perempuan']","['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'perempuan']","['optimis', 'capai', 'tumbuh', 'ekonomi', 'generasigotongroyong', 'perempuan']"
42,ganjar pranowo yang sebelumnya pernah menjabat sebagai anggota dpr dan diusung oleh pdi perjuangan menunjukkan komitmen dan semangat tinggi dalam melayani masyarakat meskipun telah memiliki pengalaman legislatif ia terus berupaya untuk langsung berinteraksi dengan masyarakat  meskipun menghadapi tantangan berat ganjar tetap gigih dan berkomitmen untuk memberikan kontribusi  ,menjabat anggota dpr diusung pdi perjuangan komitmen semangat melayani memiliki pengalaman legislatif berupaya langsung berinteraksi menghadapi tantangan berat gigih berkomitmen kontribusi,"['menjabat', 'anggota', 'dpr', 'diusung', 'pdi', 'perjuangan', 'komitmen', 'semangat', 'melayani', 'memiliki', 'pengalaman', 'legislatif', 'berupaya', 'langsung', 'berinteraksi', 'menghadapi', 'tantangan', 'berat', 'gigih', 'berkomitmen', 'kontribusi']","['menjabat', 'anggota', 'dpr', 'diusung', 'pdi', 'perjuangan', 'komitmen', 'semangat', 'melayani', 'memiliki', 'pengalaman', 'legislatif', 'berupaya', 'langsung', 'berinteraksi', 'menghadapi', 'tantangan', 'berat', 'gigih', 'berkomitmen', 'kontribusi']","['jabat', 'anggota', 'dpr', 'usung', 'pdi', 'juang', 'komitmen', 'semangat', 'layan', 'milik', 'alam', 'legislatif', 'upaya', 'langsung', 'interaksi', 'hadap', 'tantang', 'berat', 'gigih', 'komitmen', 'kontribusi']"
43,kawasan ekonomi khusus bakal jadi peluang besar buat investasi dukung ganjarmahfud lohgaloh happy new year  ,kawasan ekonomi khusus peluang investasi lohgaloh happy new year,"['kawasan', 'ekonomi', 'khusus', 'peluang', 'investasi', 'lohgaloh', 'happy', 'new', 'year']","['kawasan', 'ekonomi', 'khusus', 'peluang', 'investasi', 'lohgaloh', 'happy', 'new', 'year']","['kawasan', 'ekonomi', 'khusus', 'peluang', 'investasi', 'lohgaloh', 'happy', 'new', 'year']"
44,keterbukaan dalam kebijakan pemerintahan adalah hak warga indonesiasentris  anakmudaindonesiaemas prabowo  gibran mempromosikan transparansi ini indonesiasentris  anakmudaindonesiaemas menangseputaran ,keterbukaan kebijakan pemerintahan hak warga mempromosikan transparansi,"['keterbukaan', 'kebijakan', 'pemerintahan', 'hak', 'warga', 'mempromosikan', 'transparansi']","['keterbukaan', 'kebijakan', 'pemerintahan', 'hak', 'warga', 'mempromosikan', 'transparansi']","['buka', 'bijak', 'perintah', 'hak', 'warga', 'promosi', 'transparansi']"
45,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ganjarpranowopilihanumat ,pasangan solusi jitu dorong pertumbuhan ekonomi desa,"['pasangan', 'solusi', 'jitu', 'dorong', 'pertumbuhan', 'ekonomi', 'desa']","['pasangan', 'solusi', 'jitu', 'dorong', 'pertumbuhan', 'ekonomi', 'desa']","['pasang', 'solusi', 'jitu', 'dorong', 'tumbuh', 'ekonomi', 'desa']"
46,inisiatif ganjarmahfud memberikan harapan baru untuk pertumbuhan ekonomi yang berkeadilan memberdayakan umkm sebagai tulang punggung ekonomi kerakyatan blibibb happy new year  ,inisiatif harapan pertumbuhan ekonomi berkeadilan memberdayakan umkm tulang punggung ekonomi kerakyatan blibibb happy new year,"['inisiatif', 'harapan', 'pertumbuhan', 'ekonomi', 'berkeadilan', 'memberdayakan', 'umkm', 'tulang', 'punggung', 'ekonomi', 'kerakyatan', 'blibibb', 'happy', 'new', 'year']","['inisiatif', 'harapan', 'pertumbuhan', 'ekonomi', 'berkeadilan', 'memberdayakan', 'umkm', 'tulang', 'punggung', 'ekonomi', 'kerakyatan', 'blibibb', 'happy', 'new', 'year']","['inisiatif', 'harap', 'tumbuh', 'ekonomi', 'adil', 'daya', 'umkm', 'tulang', 'punggung', 'ekonomi', 'rakyat', 'blibibb', 'happy', 'new', 'year']"
47,ini adalah saat yang tepat untuk berinvestasi dalam masa depan indonesia bersama ganjarmahfud thoriqgh happy new year  ,berinvestasi thoriqgh happy new year,"['berinvestasi', 'thoriqgh', 'happy', 'new', 'year']","['berinvestasi', 'thoriqgh', 'happy', 'new', 'year']","['investasi', 'thoriqgh', 'happy', 'new', 'year']"
48,  ganjar mahfud hebat    betul pak bersihkan indonesia dari korupsi dengan pak ganjar dan mahfud semoga indonesia lebih maju lagi ganjar mahfud hebat   ,bersihkan korupsi semoga,"['bersihkan', 'korupsi', 'semoga']","['bersihkan', 'korupsi', 'semoga']","['sih', 'korupsi', 'moga']"
49,  masyarakat jakarta berharap pak ganjar pranowo dan mahfud md terus bersatu untuk membawa kemajuan dan kesejahteraan ganjar mahfud hebat    sikat kkn,berharap bersatu membawa kemajuan kesejahteraan sikat kkn,"['berharap', 'bersatu', 'membawa', 'kemajuan', 'kesejahteraan', 'sikat', 'kkn']","['berharap', 'bersatu', 'membawa', 'kemajuan', 'kesejahteraan', 'sikat', 'kkn']","['harap', 'satu', 'bawa', 'maju', 'sejahtera', 'sikat', 'kkn']"
50,ainunnajib lebih tegang  kali lg nembak pemerintah jokowi mulu ganjar malah kg mode cari aman mahfud hebat     happy new year ,ainunnajib tegang kali lg nembak pemerintah mulu kg mode cari aman happy new year,"['ainunnajib', 'tegang', 'kali', 'lg', 'nembak', 'pemerintah', 'mulu', 'kg', 'mode', 'cari', 'aman', 'happy', 'new', 'year']","['ainunnajib', 'tegang', 'kali', 'lagi', 'menembak', 'pemerintah', 'mulu', 'kg', 'mode', 'cari', 'aman', 'happy', 'new', 'year']","['ainunnajib', 'tegang', 'kali', 'lagi', 'tembak', 'perintah', 'mulu', 'kg', 'mode', 'cari', 'aman', 'happy', 'new', 'year']"
51,partisipasi aktif warga negara adalah tonggak demokrasi yang sehat indonesiasentris  anakmudaindonesiaemas prabowo  gibran mendorong keterlibatan semua indonesiasentris  anakmudaindonesiaemas menangseputaran ,partisipasi aktif warga tonggak demokrasi sehat mendorong keterlibatan,"['partisipasi', 'aktif', 'warga', 'tonggak', 'demokrasi', 'sehat', 'mendorong', 'keterlibatan']","['partisipasi', 'aktif', 'warga', 'tonggak', 'demokrasi', 'sehat', 'mendorong', 'keterlibatan']","['partisipasi', 'aktif', 'warga', 'tonggak', 'demokrasi', 'sehat', 'dorong', 'libat']"
52,pak   setahu saya resttycayah tidak pernah menyatakan dukungan kpd aniez ataupun ganjar tapi dia pernah mengatakan drpd negeri ini diserahkan kpd mantan penjahat ham amp demokrasi anies amp ganjar adalah opsi terbaik yg bisa dipilih rakyatmohon koreksi jika salah ,setahu resttycayah dukungan kpd aniez drpd negeri diserahkan kpd mantan penjahat ham demokrasi opsi terbaik dipilih rakyatmohon koreksi,"['setahu', 'resttycayah', 'dukungan', 'kpd', 'aniez', 'drpd', 'negeri', 'diserahkan', 'kpd', 'mantan', 'penjahat', 'ham', 'demokrasi', 'opsi', 'terbaik', 'dipilih', 'rakyatmohon', 'koreksi']","['setahu', 'resttycayah', 'dukungan', 'kepada', 'aniez', 'daripada', 'negeri', 'diserahkan', 'kepada', 'mantan', 'penjahat', 'ham', 'demokrasi', 'opsi', 'terbaik', 'dipilih', 'rakyatmohon', 'koreksi']","['tahu', 'resttycayah', 'dukung', 'kepada', 'aniez', 'daripada', 'negeri', 'serah', 'kepada', 'mantan', 'jahat', 'ham', 'demokrasi', 'opsi', 'baik', 'pilih', 'rakyatmohon', 'koreksi']"
53,algoritma instagram dorong popularitas kampanye anies konten reels tembus jutaan dalam sehari  ,algoritma instagram dorong popularitas kampanye konten reels tembus jutaan sehari,"['algoritma', 'instagram', 'dorong', 'popularitas', 'kampanye', 'konten', 'reels', 'tembus', 'jutaan', 'sehari']","['algoritma', 'instagram', 'dorong', 'popularitas', 'kampanye', 'konten', 'reels', 'tembus', 'jutaan', 'sehari']","['algoritma', 'instagram', 'dorong', 'popularitas', 'kampanye', 'konten', 'reels', 'tembus', 'juta', 'hari']"
54,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk  jnk ganjarmahfudrebound ganjarpranowopilihanumat ,pasangan duet fokus bikin regulasi hukum gak bikin investor mikir kali masuk,"['pasangan', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'gak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']","['pasangan', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'enggak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']","['pasang', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'enggak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']"
55,ganjar yakin bahwa dengan beasiswa kita dapat menciptakan generasi penerus yg unggul wahhabiccjabar  ,beasiswa menciptakan generasi penerus unggul wahhabiccjabar,"['beasiswa', 'menciptakan', 'generasi', 'penerus', 'unggul', 'wahhabiccjabar']","['beasiswa', 'menciptakan', 'generasi', 'penerus', 'unggul', 'wahhabiccjabar']","['beasiswa', 'cipta', 'generasi', 'terus', 'unggul', 'wahhabiccjabar']"
56, lagi ngomongin jokowi ya di bantu jadi gubernur jkt lewat prabowo ya,ngomongin bantu jkt,"['ngomongin', 'bantu', 'jkt']","['mengomongkan', 'bantu', 'jakarta']","['omong', 'bantu', 'jakarta']"
57,dalam acara konsolidasi  hari menuju kemenangan ganjarmahfud  selaku cawapres  yakni mahfud md berkomitmen akn hadirkn  program unggulan demi terwujudnya kesejahteraan rakyat indonesia dan menariknya program yg dibw ganjarmahfud lebih membawa kemaslahatan  ,acara konsolidasi kemenangan berkomitmen akn hadirkn unggulan terwujudnya kesejahteraan menariknya dibw membawa kemaslahatan,"['acara', 'konsolidasi', 'kemenangan', 'berkomitmen', 'akn', 'hadirkn', 'unggulan', 'terwujudnya', 'kesejahteraan', 'menariknya', 'dibw', 'membawa', 'kemaslahatan']","['acara', 'konsolidasi', 'kemenangan', 'berkomitmen', 'akan', 'hadirkn', 'unggulan', 'terwujudnya', 'kesejahteraan', 'menariknya', 'dibw', 'membawa', 'kemaslahatan']","['acara', 'konsolidasi', 'menang', 'komitmen', 'akan', 'hadirkn', 'unggul', 'wujud', 'sejahtera', 'tarik', 'dibw', 'bawa', 'maslahat']"
58,kalo kata pak prabowo  tidak perlu menjatuhkan agar terlihat lebih unggulpemiludamai  kitamudaloginpakbowo palingjelas  paling pas  indonesiakuatindonesiamaju diplomasiprogresifprabowo  ,kalo menjatuhkan unggulpemiludamai kitamudaloginpakbowo palingjelas pas diplomasiprogresifprabowo,"['kalo', 'menjatuhkan', 'unggulpemiludamai', 'kitamudaloginpakbowo', 'palingjelas', 'pas', 'diplomasiprogresifprabowo']","['kalo', 'menjatuhkan', 'unggulpemiludamai', 'kitamudaloginpakbowo', 'palingjelas', 'pas', 'diplomasiprogresifprabowo']","['kalo', 'jatuh', 'unggulpemiludamai', 'kitamudaloginpakbowo', 'palingjelas', 'pas', 'diplomasiprogresifprabowo']"
59,jzamhari  awkarin menjawab   bukan tidak terbukti tidak diadili dan tidak diungkap terbukti sudah ada putusan dkpdewan kehormatan perwira berisi pemecatan prabowo subianto dan dinyatakan bersalah atas pelanggaran ham setelah dipecat dan mau diadili beliau kabur ke jordania,jzamhari awkarin terbukti diadili diungkap terbukti putusan dkpdewan kehormatan perwira berisi pemecatan dinyatakan bersalah pelanggaran ham dipecat diadili kabur jordania,"['jzamhari', 'awkarin', 'terbukti', 'diadili', 'diungkap', 'terbukti', 'putusan', 'dkpdewan', 'kehormatan', 'perwira', 'berisi', 'pemecatan', 'dinyatakan', 'bersalah', 'pelanggaran', 'ham', 'dipecat', 'diadili', 'kabur', 'jordania']","['jzamhari', 'awkarin', 'terbukti', 'diadili', 'diungkap', 'terbukti', 'putusan', 'dkpdewan', 'kehormatan', 'perwira', 'berisi', 'pemecatan', 'dinyatakan', 'bersalah', 'pelanggaran', 'ham', 'dipecat', 'diadili', 'kabur', 'jordania']","['jzamhari', 'awkarin', 'bukti', 'adil', 'ungkap', 'bukti', 'putus', 'dkpdewan', 'hormat', 'perwira', 'isi', 'pecat', 'nyata', 'salah', 'langgar', 'ham', 'pecat', 'adil', 'kabur', 'jordania']"
60,diyonmandiri aku nangis bangettt di bagian inijanji yang udah direalisasikan oleh anies malah dihalanghalangi oleh pj gubernur enggak tau tujuannya apa tapi yang menderita ya rakyat kecil ,diyonmandiri nangis bangettt inijanji udah direalisasikan dihalanghalangi pj tau tujuannya menderita,"['diyonmandiri', 'nangis', 'bangettt', 'inijanji', 'udah', 'direalisasikan', 'dihalanghalangi', 'pj', 'tau', 'tujuannya', 'menderita']","['diyonmandiri', 'menangis', 'banget', 'inijanji', 'sudah', 'direalisasikan', 'dihalanghalangi', 'pj', 'tau', 'tujuannya', 'menderita']","['diyonmandiri', 'menang', 'banget', 'inijanji', 'sudah', 'realisasi', 'dihalanghalangi', 'pj', 'tau', 'tuju', 'derita']"
61,umur alutsista itu nggak sama dengan modernisasi yang bisa dilakukan prabowo miss his shot ada alasan kenapa  dan  bisa beroperasi  tahun hingga masa depankenapa mereka bisa beroperasi selama itu ya karena emang ada supportnya dan ada program overhaul kalau kita namanya mlu midlife upgrade disitu dimana overhaul airframe itu ada entah untuk sekedar nambal atau ganti dengan mesin yang selalu bisa diswap bukan masalah besarterakhir prabowo juga gagal menyebubkan gimana transisi dari alutsista rusia menuju barat bisa memberikan kemudahan dan bahkan kesejahteraan kepada tni ,umur alutsista nggak modernisasi miss his shot alasan beroperasi depankenapa beroperasi emang supportnya overhaul namanya mlu midlife upgrade disitu dimana overhaul airframe sekedar nambal ganti mesin diswap besarterakhir gagal menyebubkan gimana transisi alutsista rusia barat kemudahan kesejahteraan,"['umur', 'alutsista', 'nggak', 'modernisasi', 'miss', 'his', 'shot', 'alasan', 'beroperasi', 'depankenapa', 'beroperasi', 'emang', 'supportnya', 'overhaul', 'namanya', 'mlu', 'midlife', 'upgrade', 'disitu', 'dimana', 'overhaul', 'airframe', 'sekedar', 'nambal', 'ganti', 'mesin', 'diswap', 'besarterakhir', 'gagal', 'menyebubkan', 'gimana', 'transisi', 'alutsista', 'rusia', 'barat', 'kemudahan', 'kesejahteraan']","['umur', 'alutsista', 'enggak', 'modernisasi', 'miss', 'his', 'shot', 'alasan', 'beroperasi', 'depankenapa', 'beroperasi', 'memang', 'supportnya', 'overhaul', 'namanya', 'malu', 'midlife', 'upgrade', 'disitu', 'dimana', 'overhaul', 'airframe', 'sekedar', 'nambal', 'ganti', 'mesin', 'diswap', 'besarterakhir', 'gagal', 'menyebubkan', 'bagaimana', 'transisi', 'alutsista', 'rusia', 'barat', 'kemudahan', 'kesejahteraan']","['umur', 'alutsista', 'enggak', 'modernisasi', 'miss', 'his', 'shot', 'alas', 'operasi', 'depankenapa', 'operasi', 'memang', 'supportnya', 'overhaul', 'nama', 'malu', 'midlife', 'upgrade', 'situ', 'mana', 'overhaul', 'airframe', 'dar', 'nambal', 'ganti', 'mesin', 'diswap', 'besarterakhir', 'gagal', 'menyebubkan', 'bagaimana', 'transisi', 'alutsista', 'rusia', 'barat', 'mudah', 'sejahtera']"
